SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
20MICRONS, EQ, 25-Jun-2019, 35.85, 35.80, 36.70, 35.00, 36.00, 36.20, 36.28, 16948, 6.15, 180, 9363, 55.25
21STCENMGM, EQ, 25-Jun-2019, 18.25, 18.25, 18.55, 17.90, 17.90, 17.90, 18.10, 3072, 0.56, 24, 3071, 99.97
3IINFOTECH, EQ, 25-Jun-2019, 3.20, 3.25, 3.40, 3.20, 3.35, 3.30, 3.27, 1416936, 46.29, 486, 883284, 62.34
3MINDIA, EQ, 25-Jun-2019, 23779.10, 23511.05, 23894.70, 22700.00, 23150.05, 23183.90, 23217.27, 1707, 396.32, 863, 786, 46.05
5PAISA, EQ, 25-Jun-2019, 203.40, 200.05, 207.90, 193.50, 201.00, 201.70, 202.21, 1721, 3.48, 278, 633, 36.78
63MOONS, EQ, 25-Jun-2019, 115.70, 117.00, 117.00, 111.15, 112.20, 112.55, 114.05, 65760, 75.00, 1221, 35694, 54.28
8KMILES, EQ, 25-Jun-2019, 80.65, 84.65, 84.65, 84.65, 84.65, 84.65, 84.65, 22432, 18.99, 129, 22432, 100.00
A2ZINFRA, EQ, 25-Jun-2019, 13.35, 13.45, 13.75, 12.85, 13.00, 13.00, 13.23, 250435, 33.14, 851, 194971, 77.85
AARON, SM, 25-Jun-2019, 47.10, 44.30, 44.30, 44.30, 44.30, 44.30, 44.30, 3000, 1.33, 1, 3000, 100.00
AARTIDRUGS, EQ, 25-Jun-2019, 530.00, 534.30, 534.30, 520.05, 530.00, 529.95, 527.03, 6312, 33.27, 1098, 2171, 34.39
AARTIIND, EQ, 25-Jun-2019, 1803.20, 1818.00, 1828.25, 1785.10, 1801.00, 1796.70, 1810.89, 81425, 1474.51, 7993, 51359, 63.08
AARVEEDEN, EQ, 25-Jun-2019, 21.50, 21.45, 21.85, 20.60, 21.50, 21.35, 21.29, 1081, 0.23, 52, 938, 86.77
AAVAS, EQ, 25-Jun-2019, 1473.25, 1473.00, 1520.00, 1473.00, 1495.00, 1491.75, 1500.00, 127781, 1916.72, 3688, 117719, 92.13
ABAN, EQ, 25-Jun-2019, 37.00, 37.50, 37.90, 36.00, 36.05, 36.20, 36.49, 61021, 22.26, 823, 37617, 61.65
ABB, EQ, 25-Jun-2019, 1560.90, 1564.00, 1568.00, 1540.90, 1553.70, 1559.05, 1554.12, 27457, 426.72, 3080, 4964, 18.08
ABBOTINDIA, EQ, 25-Jun-2019, 8541.85, 8600.00, 8600.00, 8500.00, 8550.00, 8557.75, 8548.47, 2575, 220.12, 474, 1535, 59.61
ABCAPITAL, EQ, 25-Jun-2019, 92.15, 92.00, 92.80, 91.35, 91.95, 92.05, 92.12, 500352, 460.94, 6189, 221095, 44.19
ABFRL, EQ, 25-Jun-2019, 207.70, 207.70, 215.60, 199.85, 213.70, 212.65, 206.32, 776725, 1602.51, 6883, 492924, 63.46
ABMINTLTD, BE, 25-Jun-2019, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 13.35, 100, 0.01, 1, -, -
ABSLNN50ET, EQ, 25-Jun-2019, 268.05, 269.77, 269.77, 267.70, 267.70, 267.70, 267.89, 11, 0.03, 3, 10, 90.91
ACC, EQ, 25-Jun-2019, 1537.60, 1536.00, 1561.90, 1526.35, 1553.00, 1554.55, 1545.34, 475097, 7341.89, 20550, 114441, 24.09
ACCELYA, EQ, 25-Jun-2019, 876.20, 875.00, 885.00, 862.00, 885.00, 871.60, 869.37, 1012, 8.80, 264, 530, 52.37
ACCORD, SM, 25-Jun-2019, 27.00, 25.50, 25.50, 25.50, 25.50, 25.50, 25.50, 2000, 0.51, 1, 2000, 100.00
ACE, EQ, 25-Jun-2019, 93.95, 92.00, 95.25, 92.00, 94.50, 94.55, 94.25, 55130, 51.96, 742, 28235, 51.22
ADANIENT, EQ, 25-Jun-2019, 147.75, 146.50, 151.95, 144.85, 149.50, 150.85, 148.36, 4920288, 7299.64, 20915, 701313, 14.25
ADANIGAS, EQ, 25-Jun-2019, 158.70, 159.35, 166.25, 155.90, 161.80, 162.20, 161.61, 826013, 1334.94, 9355, 214757, 26.00
ADANIGREEN, EQ, 25-Jun-2019, 41.15, 40.75, 41.95, 40.75, 41.30, 41.35, 41.34, 420526, 173.83, 2235, 153040, 36.39
ADANIPORTS, EQ, 25-Jun-2019, 406.00, 404.00, 407.20, 402.65, 405.00, 405.65, 405.10, 2099347, 8504.51, 47304, 905615, 43.14
ADANIPOWER, EQ, 25-Jun-2019, 50.15, 50.30, 50.90, 48.90, 50.65, 50.55, 49.97, 14732369, 7362.25, 21873, 2172872, 14.75
ADANITRANS, EQ, 25-Jun-2019, 224.85, 224.85, 227.95, 217.95, 222.35, 222.00, 222.68, 117206, 261.00, 4143, 46136, 39.36
ADFFOODS, EQ, 25-Jun-2019, 274.80, 272.05, 277.50, 271.10, 273.00, 272.25, 272.75, 12461, 33.99, 463, 7119, 57.13
ADHUNIK, EQ, 25-Jun-2019, 1.35, 1.40, 1.40, 1.30, 1.35, 1.35, 1.33, 43166, 0.58, 64, 32411, 75.08
ADHUNIKIND, EQ, 25-Jun-2019, 77.50, 77.90, 80.90, 77.50, 78.45, 78.20, 78.58, 85360, 67.07, 218, 61961, 72.59
ADLABS, EQ, 25-Jun-2019, 4.80, 5.25, 5.25, 5.05, 5.25, 5.25, 5.23, 70637, 3.70, 131, 67080, 94.96
ADORWELD, EQ, 25-Jun-2019, 338.10, 334.05, 339.80, 334.05, 339.80, 338.10, 338.07, 1268, 4.29, 53, 1111, 87.62
ADROITINFO, EQ, 25-Jun-2019, 10.25, 10.20, 10.75, 9.75, 10.60, 10.25, 10.47, 1475, 0.15, 9, 1020, 69.15
ADSL, EQ, 25-Jun-2019, 14.95, 15.35, 15.40, 14.60, 14.85, 14.75, 15.07, 16970, 2.56, 80, 7276, 42.88
ADVANIHOTR, EQ, 25-Jun-2019, 58.50, 58.05, 59.00, 56.15, 58.45, 58.55, 58.37, 8037, 4.69, 65, 7203, 89.62
ADVENZYMES, EQ, 25-Jun-2019, 167.65, 167.65, 169.35, 165.45, 166.20, 166.95, 168.12, 73993, 124.39, 1176, 53010, 71.64
AEGISCHEM, EQ, 25-Jun-2019, 201.55, 200.50, 205.45, 198.85, 202.10, 202.60, 202.65, 54440, 110.32, 2587, 26089, 47.92
AGARIND, EQ, 25-Jun-2019, 121.50, 123.00, 132.40, 112.30, 117.25, 123.75, 124.82, 15453, 19.29, 401, 8096, 52.39
AGCNET, EQ, 25-Jun-2019, 109.55, 110.05, 111.25, 110.00, 110.00, 110.00, 110.04, 277, 0.30, 17, 219, 79.06
AGLSL, EQ, 25-Jun-2019, 57.00, 55.00, 58.05, 53.90, 55.00, 54.80, 54.76, 21107, 11.56, 129, 20091, 95.19
AGRITECH, EQ, 25-Jun-2019, 50.20, 50.05, 50.90, 49.55, 49.55, 49.65, 50.06, 3371, 1.69, 65, 2540, 75.35
AGROPHOS, BE, 25-Jun-2019, 82.75, 86.25, 86.25, 78.65, 86.10, 85.65, 85.14, 54686, 46.56, 31, -, -
AHLEAST, EQ, 25-Jun-2019, 189.95, 180.50, 189.00, 180.50, 183.55, 185.05, 181.29, 11075, 20.08, 139, 10370, 93.63
AHLUCONT, EQ, 25-Jun-2019, 330.00, 328.65, 331.00, 328.65, 330.50, 330.50, 330.01, 53897, 177.86, 249, 53754, 99.73
AHLWEST, EQ, 25-Jun-2019, 336.50, 336.50, 347.00, 336.50, 336.50, 346.05, 345.31, 867, 2.99, 15, 761, 87.77
AIAENG, EQ, 25-Jun-2019, 1748.55, 1741.50, 1767.00, 1736.05, 1750.00, 1747.10, 1755.20, 30608, 537.23, 2929, 21056, 68.79
AIFL, BZ, 25-Jun-2019, 3.05, 2.90, 2.90, 2.90, 2.90, 2.90, 2.90, 2340, 0.07, 16, -, -
AIONJSW, EQ, 25-Jun-2019, 16.90, 16.85, 17.40, 16.30, 16.70, 16.90, 16.86, 8772, 1.48, 146, 6418, 73.16
AIRAN, EQ, 25-Jun-2019, 27.50, 27.55, 29.95, 26.65, 27.45, 27.40, 27.29, 6533, 1.78, 31, 5006, 76.63
AISL, SM, 25-Jun-2019, 37.80, 38.45, 40.55, 37.00, 40.55, 40.55, 38.67, 9600, 3.71, 8, 6000, 62.50
AJANTPHARM, EQ, 25-Jun-2019, 956.60, 950.10, 977.70, 936.40, 973.80, 974.35, 957.57, 350276, 3354.15, 10288, 56891, 16.24
AJMERA, EQ, 25-Jun-2019, 158.15, 156.70, 162.80, 154.50, 161.80, 160.70, 159.37, 55652, 88.69, 1525, 11504, 20.67
AJOONI, SM, 25-Jun-2019, 14.40, 15.10, 15.10, 15.10, 15.10, 15.10, 15.10, 4000, 0.60, 1, 4000, 100.00
AKASH, SM, 25-Jun-2019, 56.00, 57.50, 58.80, 57.50, 58.80, 58.80, 58.15, 4000, 2.33, 2, 4000, 100.00
AKSHARCHEM, EQ, 25-Jun-2019, 264.80, 269.95, 277.65, 262.10, 272.00, 268.15, 268.17, 2340, 6.28, 300, 1197, 51.15
AKSHOPTFBR, EQ, 25-Jun-2019, 10.80, 11.05, 11.60, 10.85, 10.90, 10.95, 11.08, 260313, 28.85, 851, 149522, 57.44
AKZOINDIA, EQ, 25-Jun-2019, 1727.75, 1725.05, 1754.00, 1701.70, 1750.00, 1749.30, 1736.74, 8183, 142.12, 1058, 6089, 74.41
ALANKIT, EQ, 25-Jun-2019, 30.00, 29.95, 30.35, 29.30, 29.30, 29.65, 29.90, 447538, 133.82, 2450, 108965, 24.35
ALBERTDAVD, EQ, 25-Jun-2019, 397.00, 391.60, 403.00, 391.60, 397.45, 397.45, 396.63, 2369, 9.40, 92, 1594, 67.29
ALBK, EQ, 25-Jun-2019, 40.80, 40.75, 42.85, 40.60, 42.35, 42.45, 41.89, 4202469, 1760.49, 9258, 837765, 19.94
ALCHEM, BE, 25-Jun-2019, 1.20, 1.15, 1.20, 1.15, 1.20, 1.20, 1.17, 448, 0.01, 7, -, -
ALEMBICLTD, EQ, 25-Jun-2019, 41.85, 41.70, 42.75, 41.20, 42.50, 42.50, 42.09, 202354, 85.17, 942, 152182, 75.21
ALICON, EQ, 25-Jun-2019, 561.05, 560.00, 564.00, 554.20, 555.05, 555.10, 559.55, 1042, 5.83, 39, 957, 91.84
ALKALI, EQ, 25-Jun-2019, 39.45, 39.95, 45.30, 39.90, 42.75, 42.40, 42.33, 23555, 9.97, 433, 9478, 40.24
ALKEM, EQ, 25-Jun-2019, 1715.75, 1708.90, 1735.15, 1686.00, 1695.00, 1697.40, 1703.60, 28254, 481.33, 6740, 17026, 60.26
ALKYLAMINE, EQ, 25-Jun-2019, 803.65, 809.00, 819.95, 803.00, 804.05, 805.45, 808.13, 3611, 29.18, 180, 2814, 77.93
ALLCARGO, EQ, 25-Jun-2019, 102.10, 103.00, 103.00, 100.45, 101.50, 101.70, 101.22, 49192, 49.79, 1050, 32656, 66.38
ALLSEC, EQ, 25-Jun-2019, 316.30, 318.95, 318.95, 315.05, 316.10, 316.10, 315.77, 14307, 45.18, 45, 14283, 99.83
ALMONDZ, EQ, 25-Jun-2019, 16.55, 17.00, 17.80, 16.60, 17.25, 17.25, 17.27, 1618, 0.28, 38, 792, 48.95
ALOKTEXT, EQ, 25-Jun-2019, 3.55, 3.65, 3.65, 3.45, 3.55, 3.50, 3.51, 2821192, 98.89, 1030, 1934962, 68.59
ALPA, EQ, 25-Jun-2019, 18.15, 18.10, 18.10, 17.40, 17.80, 17.75, 17.66, 13804, 2.44, 108, 8890, 64.40
ALPHAGEO, EQ, 25-Jun-2019, 431.60, 433.05, 434.00, 421.65, 425.90, 426.25, 429.32, 1621, 6.96, 182, 744, 45.90
ALPSINDUS, BE, 25-Jun-2019, 0.70, 0.70, 0.75, 0.65, 0.75, 0.75, 0.71, 40014, 0.28, 13, -, -
AMARAJABAT, EQ, 25-Jun-2019, 601.60, 595.00, 624.00, 595.00, 614.60, 614.75, 612.40, 873777, 5350.97, 13277, 349302, 39.98
AMBER, EQ, 25-Jun-2019, 818.95, 824.00, 831.25, 811.35, 826.00, 829.50, 825.02, 6270, 51.73, 602, 4387, 69.97
AMBIKCO, EQ, 25-Jun-2019, 1039.25, 1056.95, 1060.00, 1035.00, 1049.70, 1040.40, 1047.71, 1452, 15.21, 247, 999, 68.80
AMBUJACEM, EQ, 25-Jun-2019, 215.00, 214.35, 216.00, 211.30, 214.85, 215.15, 213.62, 2274581, 4859.01, 24520, 805214, 35.40
AMDIND, EQ, 25-Jun-2019, 17.45, 17.35, 17.85, 17.35, 17.60, 17.50, 17.47, 616, 0.11, 31, 350, 56.82
AMJLAND, EQ, 25-Jun-2019, 16.40, 16.05, 16.75, 16.05, 16.50, 16.40, 16.32, 6816, 1.11, 66, 4788, 70.25
AMRUTANJAN, EQ, 25-Jun-2019, 296.80, 302.00, 315.00, 302.00, 305.00, 306.70, 309.81, 112314, 347.96, 4777, 18958, 16.88
ANANTRAJ, EQ, 25-Jun-2019, 29.00, 29.00, 29.35, 28.70, 29.10, 29.10, 28.91, 63927, 18.48, 425, 28583, 44.71
ANDHRABANK, EQ, 25-Jun-2019, 22.70, 23.00, 23.10, 22.80, 22.80, 22.90, 22.93, 755877, 173.30, 2090, 336904, 44.57
ANDHRACEMT, EQ, 25-Jun-2019, 4.10, 4.00, 4.15, 3.95, 3.95, 4.00, 4.05, 27806, 1.13, 103, 24163, 86.90
ANDHRSUGAR, EQ, 25-Jun-2019, 324.35, 324.70, 324.70, 315.55, 317.35, 317.10, 319.10, 15923, 50.81, 645, 9739, 61.16
ANIKINDS, EQ, 25-Jun-2019, 11.85, 12.00, 12.05, 11.10, 12.00, 11.80, 11.79, 1288, 0.15, 25, 919, 71.35
ANKITMETAL, BE, 25-Jun-2019, 0.40, 0.35, 0.45, 0.35, 0.45, 0.45, 0.43, 77222, 0.34, 20, -, -
ANSALAPI, EQ, 25-Jun-2019, 5.05, 5.15, 5.30, 5.10, 5.30, 5.30, 5.27, 84925, 4.48, 168, 53902, 63.47
ANSALHSG, EQ, 25-Jun-2019, 6.40, 6.50, 6.80, 6.15, 6.25, 6.25, 6.38, 74951, 4.78, 434, 47207, 62.98
ANTGRAPHIC, BE, 25-Jun-2019, 0.85, 0.80, 0.80, 0.80, 0.80, 0.80, 0.80, 24866, 0.20, 35, -, -
ANUP, EQ, 25-Jun-2019, 474.75, 470.00, 479.70, 455.80, 478.90, 474.95, 471.63, 5225, 24.64, 316, 3907, 74.78
APARINDS, EQ, 25-Jun-2019, 584.90, 585.00, 604.00, 571.00, 598.00, 601.40, 591.03, 7376, 43.59, 573, 3639, 49.34
APCL, EQ, 25-Jun-2019, 164.85, 169.75, 174.90, 162.00, 167.70, 165.65, 166.00, 2279, 3.78, 73, 951, 41.73
APCOTEXIND, EQ, 25-Jun-2019, 566.80, 567.30, 574.85, 561.35, 570.00, 573.00, 568.66, 3693, 21.00, 191, 2496, 67.59
APEX, EQ, 25-Jun-2019, 249.35, 247.60, 259.90, 246.15, 250.00, 250.75, 252.20, 34868, 87.94, 1630, 10819, 31.03
APLAPOLLO, EQ, 25-Jun-2019, 1513.65, 1525.60, 1544.90, 1513.00, 1544.00, 1539.65, 1532.36, 10827, 165.91, 1293, 6669, 61.60
APLLTD, EQ, 25-Jun-2019, 505.00, 508.45, 518.00, 493.65, 499.00, 501.20, 511.28, 55429, 283.40, 3353, 18123, 32.70
APOLLO, EQ, 25-Jun-2019, 115.10, 116.30, 120.45, 114.00, 118.25, 117.75, 117.99, 17965, 21.20, 627, 7020, 39.08
APOLLOHOSP, EQ, 25-Jun-2019, 1344.65, 1345.00, 1351.45, 1309.95, 1328.60, 1324.85, 1326.99, 1156668, 15348.83, 54399, 596120, 51.54
APOLLOTYRE, EQ, 25-Jun-2019, 199.45, 198.40, 205.50, 197.10, 200.40, 200.40, 202.04, 5981431, 12085.13, 57086, 1562162, 26.12
APOLSINHOT, EQ, 25-Jun-2019, 843.40, 857.95, 889.00, 836.10, 868.00, 871.65, 866.98, 365, 3.16, 129, 234, 64.11
APTECHT, EQ, 25-Jun-2019, 136.25, 136.05, 145.90, 133.60, 141.70, 141.85, 138.86, 822987, 1142.78, 6014, 603744, 73.36
ARCHIDPLY, EQ, 25-Jun-2019, 32.35, 32.80, 32.90, 31.90, 32.10, 32.30, 32.29, 8335, 2.69, 115, 7012, 84.13
ARCHIES, EQ, 25-Jun-2019, 20.65, 20.55, 20.90, 20.10, 20.80, 20.80, 20.59, 7217, 1.49, 115, 4752, 65.84
ARCOTECH, EQ, 25-Jun-2019, 2.75, 2.85, 2.85, 2.65, 2.65, 2.65, 2.77, 47465, 1.32, 106, 39559, 83.34
ARIES, EQ, 25-Jun-2019, 61.55, 61.05, 62.70, 60.10, 62.25, 62.25, 61.72, 10799, 6.67, 215, 6736, 62.38
ARIHANT, EQ, 25-Jun-2019, 21.80, 21.05, 22.75, 20.90, 22.50, 22.50, 21.00, 793, 0.17, 15, 723, 91.17
ARIHANTSUP, EQ, 25-Jun-2019, 55.65, 55.50, 58.40, 53.00, 55.00, 54.35, 56.09, 29872, 16.76, 276, 21485, 71.92
ARMANFIN, EQ, 25-Jun-2019, 405.25, 418.70, 418.70, 396.15, 403.00, 404.60, 402.33, 3440, 13.84, 96, 2110, 61.34
AROGRANITE, EQ, 25-Jun-2019, 45.10, 45.25, 46.00, 44.30, 45.60, 45.30, 45.33, 3767, 1.71, 115, 2647, 70.27
ARROWGREEN, EQ, 25-Jun-2019, 48.65, 48.10, 49.80, 47.30, 48.00, 48.40, 48.65, 7342, 3.57, 117, 5567, 75.82
ARROWTEX, EQ, 25-Jun-2019, 12.25, 12.75, 12.75, 11.85, 12.10, 12.40, 12.06, 5901, 0.71, 92, 4817, 81.63
ARSHIYA, EQ, 25-Jun-2019, 20.80, 20.95, 23.00, 20.95, 21.75, 21.95, 21.97, 81582, 17.93, 449, 65160, 79.87
ARSSINFRA, EQ, 25-Jun-2019, 33.95, 35.60, 35.60, 33.60, 34.50, 34.50, 34.59, 6522, 2.26, 65, 4841, 74.23
ARVIND, EQ, 25-Jun-2019, 62.50, 60.95, 66.00, 60.80, 64.50, 64.65, 63.87, 4960741, 3168.39, 26678, 829249, 16.72
ARVINDFASN, EQ, 25-Jun-2019, 700.25, 693.20, 695.00, 680.00, 688.00, 690.25, 690.80, 63569, 439.14, 1233, 59431, 93.49
ARVSMART, EQ, 25-Jun-2019, 98.50, 98.50, 104.70, 98.50, 104.00, 103.75, 102.44, 11360, 11.64, 573, 7252, 63.84
ASAHIINDIA, EQ, 25-Jun-2019, 218.65, 218.05, 221.45, 216.00, 221.00, 220.00, 219.53, 8262, 18.14, 282, 7643, 92.51
ASAHISONG, EQ, 25-Jun-2019, 136.90, 136.05, 139.90, 135.95, 136.20, 136.75, 137.33, 3032, 4.16, 93, 648, 21.37
ASAL, EQ, 25-Jun-2019, 44.90, 45.90, 45.95, 44.50, 45.75, 45.75, 45.57, 6309, 2.87, 58, 5575, 88.37
ASHAPURMIN, EQ, 25-Jun-2019, 17.35, 16.70, 17.75, 16.50, 16.90, 16.85, 16.79, 53505, 8.99, 173, 39897, 74.57
ASHIANA, EQ, 25-Jun-2019, 126.15, 126.55, 127.90, 121.50, 123.00, 123.00, 123.15, 43185, 53.18, 1466, 34678, 80.30
ASHIMASYN, EQ, 25-Jun-2019, 10.05, 9.45, 10.45, 9.45, 10.15, 10.15, 10.12, 65063, 6.58, 246, 59278, 91.11
ASHOKA, EQ, 25-Jun-2019, 133.65, 133.00, 135.20, 131.50, 133.50, 133.70, 133.84, 78690, 105.32, 1919, 52965, 67.31
ASHOKLEY, EQ, 25-Jun-2019, 85.80, 85.80, 89.90, 85.10, 86.00, 85.70, 86.19, 20836957, 17958.37, 54275, 1842504, 8.84
ASIANHOTNR, EQ, 25-Jun-2019, 122.40, 122.05, 124.25, 121.50, 121.50, 121.75, 122.06, 322, 0.39, 64, 177, 54.97
ASIANPAINT, EQ, 25-Jun-2019, 1376.15, 1371.00, 1372.45, 1360.35, 1362.00, 1363.10, 1364.85, 1388994, 18957.68, 44992, 1037503, 74.69
ASIANTILES, EQ, 25-Jun-2019, 255.45, 255.00, 261.60, 251.65, 258.80, 257.75, 257.33, 142825, 367.53, 2553, 111783, 78.27
ASPINWALL, EQ, 25-Jun-2019, 150.95, 145.00, 154.95, 144.00, 150.95, 149.45, 148.21, 1618, 2.40, 40, 1557, 96.23
ASSAMCO, BE, 25-Jun-2019, 1.25, 1.25, 1.30, 1.20, 1.20, 1.20, 1.23, 219707, 2.70, 113, -, -
ASTEC, EQ, 25-Jun-2019, 459.20, 457.90, 469.00, 452.95, 466.95, 466.05, 461.96, 8248, 38.10, 339, 6805, 82.50
ASTERDM, EQ, 25-Jun-2019, 133.65, 132.50, 139.00, 132.50, 138.00, 135.75, 134.92, 25258, 34.08, 800, 13649, 54.04
ASTRAL, EQ, 25-Jun-2019, 1321.80, 1320.50, 1340.00, 1305.00, 1338.00, 1335.00, 1320.68, 22136, 292.35, 3480, 11868, 53.61
ASTRAMICRO, EQ, 25-Jun-2019, 86.40, 85.50, 87.45, 85.50, 87.15, 87.10, 86.75, 47205, 40.95, 586, 28300, 59.95
ASTRAZEN, EQ, 25-Jun-2019, 1945.40, 1949.90, 1954.85, 1928.00, 1950.00, 1942.90, 1942.03, 3143, 61.04, 447, 1841, 58.57
ASTRON, EQ, 25-Jun-2019, 118.75, 119.00, 121.80, 117.10, 117.50, 119.30, 119.99, 878551, 1054.21, 5100, 311645, 35.47
ATFL, EQ, 25-Jun-2019, 499.90, 495.05, 503.95, 491.50, 493.00, 494.05, 494.67, 4428, 21.90, 250, 2912, 65.76
ATLANTA, EQ, 25-Jun-2019, 9.55, 9.55, 9.95, 9.30, 9.70, 9.55, 9.61, 23838, 2.29, 136, 17664, 74.10
ATLASCYCLE, BE, 25-Jun-2019, 37.10, 38.95, 38.95, 38.95, 38.95, 38.95, 38.95, 1654, 0.64, 26, -, -
ATUL, EQ, 25-Jun-2019, 3993.10, 4016.60, 4016.60, 3951.00, 3970.00, 3968.85, 3982.51, 5281, 210.32, 934, 4232, 80.14
ATULAUTO, EQ, 25-Jun-2019, 269.60, 268.90, 272.00, 266.25, 272.00, 269.75, 268.69, 6651, 17.87, 520, 2482, 37.32
AUBANK, EQ, 25-Jun-2019, 692.70, 690.10, 704.90, 686.00, 698.70, 698.75, 700.04, 658420, 4609.18, 9348, 603240, 91.62
AURDIS, SM, 25-Jun-2019, 30.00, 30.25, 31.40, 30.00, 31.40, 31.40, 30.55, 6000, 1.83, 3, 6000, 100.00
AURIONPRO, EQ, 25-Jun-2019, 118.80, 119.25, 122.75, 116.10, 116.50, 116.60, 117.97, 7481, 8.83, 228, 4187, 55.97
AUROPHARMA, EQ, 25-Jun-2019, 586.30, 586.00, 601.35, 576.00, 598.75, 599.70, 589.68, 3327392, 19620.90, 60393, 618919, 18.60
AUSOMENT, EQ, 25-Jun-2019, 36.50, 36.40, 36.70, 35.00, 36.70, 35.95, 35.96, 2652, 0.95, 55, 2354, 88.76
AUTOAXLES, EQ, 25-Jun-2019, 1009.45, 1015.10, 1015.10, 1002.00, 1007.00, 1003.75, 1005.33, 3105, 31.22, 682, 1519, 48.92
AUTOIND, EQ, 25-Jun-2019, 49.85, 51.70, 51.70, 49.90, 50.05, 50.15, 50.83, 53964, 27.43, 333, 45918, 85.09
AUTOLITIND, BZ, 25-Jun-2019, 20.30, 20.30, 21.30, 19.30, 21.30, 21.30, 20.43, 7018, 1.43, 20, -, -
AVADHSUGAR, EQ, 25-Jun-2019, 663.85, 668.00, 668.00, 631.25, 647.90, 645.95, 652.10, 37188, 242.50, 1981, 14915, 40.11
AVANTIFEED, EQ, 25-Jun-2019, 355.45, 354.70, 359.50, 350.00, 350.15, 351.15, 353.83, 132241, 467.90, 4539, 53811, 40.69
AVTNPL, EQ, 25-Jun-2019, 23.75, 23.60, 24.20, 23.50, 24.20, 24.00, 23.82, 39425, 9.39, 183, 29789, 75.56
AXISBANK, EQ, 25-Jun-2019, 762.85, 761.25, 783.00, 756.55, 780.10, 781.65, 771.01, 10044436, 77443.62, 199156, 5020148, 49.98
AXISCADES, EQ, 25-Jun-2019, 63.05, 62.65, 66.05, 60.75, 61.80, 61.40, 62.60, 191839, 120.09, 2865, 77576, 40.44
AXISGOLD, EQ, 25-Jun-2019, 2996.55, 3000.00, 3044.00, 2986.60, 3010.00, 3010.70, 3008.80, 824, 24.79, 100, 497, 60.32
AXISNIFTY, EQ, 25-Jun-2019, 1203.66, 1203.30, 1212.94, 1202.00, 1202.00, 1206.83, 1206.77, 173, 2.09, 8, 13, 7.51
AYMSYNTEX, EQ, 25-Jun-2019, 40.40, 39.05, 41.00, 39.05, 39.45, 39.50, 39.83, 6822, 2.72, 74, 6194, 90.79
BAFNAPHARM, BE, 25-Jun-2019, 5.95, 6.00, 6.00, 5.70, 5.70, 5.70, 5.82, 5004, 0.29, 26, -, -
BAGFILMS, EQ, 25-Jun-2019, 3.80, 3.70, 3.75, 3.55, 3.60, 3.65, 3.66, 86828, 3.18, 135, 50414, 58.06
BAJAJ-AUTO, EQ, 25-Jun-2019, 2816.90, 2814.00, 2853.95, 2786.00, 2843.95, 2843.70, 2827.36, 424591, 12004.72, 24688, 80789, 19.03
BAJAJCON, EQ, 25-Jun-2019, 328.10, 326.00, 337.00, 324.15, 333.85, 332.85, 332.84, 46540, 154.90, 3081, 26445, 56.82
BAJAJELEC, EQ, 25-Jun-2019, 505.20, 503.00, 518.75, 501.60, 516.05, 512.55, 514.09, 166224, 854.54, 5250, 26096, 15.70
BAJAJFINSV, EQ, 25-Jun-2019, 8354.65, 8350.00, 8399.65, 8327.00, 8336.00, 8346.15, 8357.89, 108873, 9099.49, 16517, 33032, 30.34
BAJAJHIND, EQ, 25-Jun-2019, 7.65, 7.60, 7.75, 7.55, 7.55, 7.60, 7.63, 867302, 66.21, 955, 375049, 43.24
BAJAJHLDNG, EQ, 25-Jun-2019, 3603.95, 3599.95, 3649.00, 3570.00, 3642.00, 3636.95, 3611.62, 18228, 658.33, 3353, 8313, 45.61
BAJFINANCE, EQ, 25-Jun-2019, 3545.35, 3545.35, 3586.00, 3530.35, 3572.00, 3579.85, 3562.55, 827869, 29493.29, 51585, 250476, 30.26
BALAJITELE, EQ, 25-Jun-2019, 60.80, 60.25, 62.20, 56.85, 58.70, 58.20, 59.19, 54426, 32.22, 846, 32550, 59.81
BALAMINES, EQ, 25-Jun-2019, 377.80, 377.80, 377.85, 373.15, 373.65, 374.10, 375.10, 9334, 35.01, 386, 6877, 73.68
BALAXI, BE, 25-Jun-2019, 95.45, 90.70, 90.70, 90.70, 90.70, 90.70, 90.70, 25, 0.02, 3, -, -
BALKRISHNA, EQ, 25-Jun-2019, 29.95, 30.85, 31.50, 30.00, 30.15, 30.40, 30.68, 5323, 1.63, 130, 2780, 52.23
BALKRISIND, EQ, 25-Jun-2019, 741.30, 740.00, 770.00, 735.00, 761.00, 762.65, 760.65, 1181375, 8986.11, 33387, 330014, 27.93
BALLARPUR, EQ, 25-Jun-2019, 1.95, 1.95, 2.00, 1.85, 1.95, 1.95, 1.92, 615869, 11.80, 259, 364696, 59.22
BALMLAWRIE, EQ, 25-Jun-2019, 180.60, 180.05, 181.80, 180.05, 181.00, 180.85, 181.05, 27314, 49.45, 699, 23289, 85.26
BALPHARMA, EQ, 25-Jun-2019, 55.50, 54.70, 55.00, 52.65, 54.75, 54.55, 53.95, 7286, 3.93, 225, 3381, 46.40
